Date,Sales
10/01/2012,5
10/01/2012,25
10/01/2012,10
10/01/2012,2
10/01/2012,2
11/01/2012,10
11/01/2012,2
11/01/2012,1
11/01/2012,6
11/01/2012,8
11/01/2012,8
11/01/2012,10
11/01/2012,2
11/01/2012,1
11/01/2012,3
11/01/2012,10
11/01/2012,1
11/01/2012,1
11/01/2012,3
11/01/2012,20
11/01/2012,10
11/01/2012,5
11/01/2012,1
11/01/2012,1
11/01/2012,40
11/01/2012,1
11/01/2012,10
11/01/2012,10
11/01/2012,1
11/01/2012,50
11/01/2012,12
11/01/2012,5
11/01/2012,2
11/01/2012,10
11/01/2012,5
11/01/2012,20
11/01/2012,2
11/01/2012,50
11/01/2012,10
11/01/2012,5
11/01/2012,10
11/01/2012,4
11/01/2012,1
11/01/2012,1
11/01/2012,1
11/01/2012,75
11/01/2012,1
11/01/2012,0
11/01/2012,1
11/01/2012,1
11/01/2012,-10
11/01/2012,250
11/01/2012,1
11/01/2012,4
11/01/2012,1
11/01/2012,1
11/01/2012,1
11/01/2012,5
11/01/2012,75
11/01/2012,1
11/01/2012,1
11/01/2012,1
11/01/2012,1
11/01/2012,1
11/01/2012,1
11/01/2012,25
11/01/2012,25
11/01/2012,25
11/01/2012,20
11/01/2012,1
11/01/2012,1
11/01/2012,1
11/01/2012,1
11/01/2012,4
11/01/2012,2
11/01/2012,10
11/01/2012,2
11/01/2012,10
11/01/2012,25
11/01/2012,25
11/01/2012,5
11/01/2012,10
11/01/2012,2
11/01/2012,25
11/01/2012,25
11/01/2012,1
11/01/2012,1
11/01/2012,25
11/01/2012,25
11/01/2012,25
11/01/2012,25
11/01/2012,5
11/01/2012,25
11/01/2012,5
11/01/2012,10
11/01/2012,25
11/01/2012,10
11/01/2012,5
11/01/2012,25
11/01/2012,25
11/01/2012,25
11/01/2012,25
11/01/2012,25
11/01/2012,25
11/01/2012,25
11/01/2012,1
11/01/2012,1
11/01/2012,1
11/01/2012,25
11/01/2012,2
11/01/2012,2
11/01/2012,1
11/01/2012,1
11/01/2012,5
11/01/2012,1
11/01/2012,10
11/01/2012,3
12/01/2012,2
12/01/2012,2
12/01/2012,3
12/01/2012,3
12/01/2012,1
12/01/2012,25
12/01/2012,10
12/01/2012,25
12/01/2012,1
12/01/2012,20
12/01/2012,2
12/01/2012,4
12/01/2012,2
12/01/2012,1
12/01/2012,3
12/01/2012,25
12/01/2012,25
12/01/2012,10
12/01/2012,5
12/01/2012,10
12/01/2012,10
12/01/2012,3
12/01/2012,25
12/01/2012,1
12/01/2012,2
12/01/2012,10
12/01/2012,30
12/01/2012,1
12/01/2012,3
12/01/2012,100
12/01/2012,100
12/01/2012,50
12/01/2012,50
12/01/2012,50
12/01/2012,1
12/01/2012,1
12/01/2012,1
12/01/2012,1
12/01/2012,1
12/01/2012,5
12/01/2012,1
12/01/2012,25
12/01/2012,25
12/01/2012,5
12/01/2012,1
12/01/2012,1
12/01/2012,1
12/01/2012,1
12/01/2012,1
12/01/2012,5
12/01/2012,1
12/01/2012,-1
12/01/2012,5
12/01/2012,2
12/01/2012,5
12/01/2012,1
12/01/2012,1
12/01/2012,1
12/01/2012,1
12/01/2012,25
12/01/2012,1
12/01/2012,1
12/01/2012,2
12/01/2012,3
12/01/2012,3
12/01/2012,3
12/01/2012,4
12/01/2012,4
12/01/2012,4
12/01/2012,-3
12/01/2012,-3
12/01/2012,-3
12/01/2012,2
13/01/2012,10
13/01/2012,3
13/01/2012,1
13/01/2012,10
13/01/2012,2
13/01/2012,25
13/01/2012,5
13/01/2012,25
13/01/2012,50
13/01/2012,1
13/01/2012,10
13/01/2012,10
13/01/2012,8
13/01/2012,5
13/01/2012,5
13/01/2012,10
13/01/2012,10
13/01/2012,5
13/01/2012,10
13/01/2012,3
13/01/2012,3
13/01/2012,4
13/01/2012,1
13/01/2012,359
13/01/2012,198
13/01/2012,2
13/01/2012,1
13/01/2012,1
13/01/2012,3
13/01/2012,5
13/01/2012,1
13/01/2012,2
13/01/2012,1
13/01/2012,3
13/01/2012,1
13/01/2012,1
13/01/2012,1
13/01/2012,1
13/01/2012,1
13/01/2012,100
13/01/2012,4
13/01/2012,7
13/01/2012,-5
13/01/2012,1
13/01/2012,1
13/01/2012,3
13/01/2012,3
13/01/2012,1
13/01/2012,-5
13/01/2012,1
13/01/2012,1
13/01/2012,1
13/01/2012,1
13/01/2012,7
13/01/2012,1
13/01/2012,1
13/01/2012,25
13/01/2012,25
13/01/2012,1
13/01/2012,1
13/01/2012,2
13/01/2012,25
13/01/2012,1
13/01/2012,1
13/01/2012,15
13/01/2012,1
13/01/2012,10
13/01/2012,1
13/01/2012,2
13/01/2012,2
13/01/2012,1
13/01/2012,100
13/01/2012,2
13/01/2012,1
13/01/2012,8
13/01/2012,2
13/01/2012,500
16/01/2012,300
16/01/2012,5
16/01/2012,1
16/01/2012,1
16/01/2012,1
16/01/2012,1
16/01/2012,1
16/01/2012,5
16/01/2012,1
16/01/2012,4
16/01/2012,1
16/01/2012,100
16/01/2012,3
16/01/2012,1
16/01/2012,20
16/01/2012,5
16/01/2012,10
16/01/2012,10
16/01/2012,10
16/01/2012,14
16/01/2012,50
16/01/2012,10
16/01/2012,10
16/01/2012,10
16/01/2012,10
16/01/2012,10
16/01/2012,2
16/01/2012,1
16/01/2012,5
16/01/2012,10
16/01/2012,1
16/01/2012,1
16/01/2012,1
16/01/2012,25
16/01/2012,1
16/01/2012,1
16/01/2012,1
16/01/2012,50
16/01/2012,50
16/01/2012,1
16/01/2012,20
16/01/2012,1
16/01/2012,1
16/01/2012,75
16/01/2012,5
16/01/2012,-5
16/01/2012,1
16/01/2012,1
16/01/2012,10
16/01/2012,50
16/01/2012,125
16/01/2012,25
16/01/2012,200
16/01/2012,1
16/01/2012,6
16/01/2012,1
16/01/2012,1
16/01/2012,5
16/01/2012,1
16/01/2012,50
16/01/2012,25
16/01/2012,75
16/01/2012,1
16/01/2012,1
16/01/2012,1
16/01/2012,1
16/01/2012,2
16/01/2012,1
16/01/2012,2
16/01/2012,25
16/01/2012,5
17/01/2012,5
17/01/2012,1
17/01/2012,10
17/01/2012,1
17/01/2012,1
17/01/2012,200
17/01/2012,50
17/01/2012,8
17/01/2012,5
17/01/2012,10
17/01/2012,10
17/01/2012,10
17/01/2012,10
17/01/2012,1
17/01/2012,10
17/01/2012,20
17/01/2012,10
17/01/2012,1
17/01/2012,2
17/01/2012,2
17/01/2012,1
17/01/2012,1
17/01/2012,10
17/01/2012,10
17/01/2012,3
17/01/2012,2
17/01/2012,50
17/01/2012,10
17/01/2012,1
17/01/2012,10
17/01/2012,10
17/01/2012,1
17/01/2012,1
17/01/2012,1
17/01/2012,1
17/01/2012,1
17/01/2012,7
17/01/2012,150
17/01/2012,5
17/01/2012,1
17/01/2012,1
17/01/2012,10
17/01/2012,10
17/01/2012,15
17/01/2012,25
17/01/2012,5
17/01/2012,10
17/01/2012,5
17/01/2012,1
17/01/2012,1
17/01/2012,1
17/01/2012,1
17/01/2012,1
17/01/2012,10
17/01/2012,5
17/01/2012,2
17/01/2012,2
17/01/2012,1
17/01/2012,2
17/01/2012,25
17/01/2012,2
17/01/2012,30
17/01/2012,30
18/01/2012,60
18/01/2012,6
18/01/2012,16
18/01/2012,1
18/01/2012,10
18/01/2012,5
18/01/2012,1
18/01/2012,25
18/01/2012,25
18/01/2012,25
18/01/2012,25
18/01/2012,50
18/01/2012,10
18/01/2012,50
18/01/2012,50
18/01/2012,5
18/01/2012,25
18/01/2012,2
18/01/2012,2
18/01/2012,0
18/01/2012,10
18/01/2012,1
18/01/2012,25
18/01/2012,25
18/01/2012,2
18/01/2012,2
18/01/2012,1
18/01/2012,10
18/01/2012,15
18/01/2012,10
18/01/2012,10
18/01/2012,10
18/01/2012,10
18/01/2012,2
18/01/2012,2
18/01/2012,3
18/01/2012,2
18/01/2012,75
18/01/2012,1
18/01/2012,1
18/01/2012,25
18/01/2012,25
18/01/2012,25
18/01/2012,1
18/01/2012,5
18/01/2012,1
18/01/2012,5
18/01/2012,1
18/01/2012,200
18/01/2012,100
18/01/2012,10
18/01/2012,1
18/01/2012,1
18/01/2012,20
18/01/2012,2
18/01/2012,5
18/01/2012,5
18/01/2012,10
18/01/2012,25
18/01/2012,300
18/01/2012,30
19/01/2012,4
19/01/2012,100
19/01/2012,2
19/01/2012,200
19/01/2012,1
19/01/2012,40
19/01/2012,1
19/01/2012,1
19/01/2012,50
19/01/2012,50
19/01/2012,1
19/01/2012,2
19/01/2012,5
19/01/2012,10
19/01/2012,10
19/01/2012,5
19/01/2012,6
19/01/2012,2
19/01/2012,60
19/01/2012,2
19/01/2012,3
19/01/2012,14
19/01/2012,10
19/01/2012,10
19/01/2012,1
19/01/2012,1
19/01/2012,1
19/01/2012,1
19/01/2012,1
19/01/2012,4
19/01/2012,1
19/01/2012,2
19/01/2012,2
19/01/2012,2
19/01/2012,1
19/01/2012,1
19/01/2012,1
19/01/2012,1
19/01/2012,25
19/01/2012,1
19/01/2012,1
19/01/2012,25
19/01/2012,1
19/01/2012,50
19/01/2012,25
19/01/2012,25
19/01/2012,2
19/01/2012,50
19/01/2012,50
19/01/2012,4
19/01/2012,1
19/01/2012,25
19/01/2012,5
19/01/2012,1
19/01/2012,1
19/01/2012,5
19/01/2012,50
19/01/2012,25
19/01/2012,1
19/01/2012,25
19/01/2012,1
19/01/2012,1
19/01/2012,25
19/01/2012,25
19/01/2012,25
19/01/2012,50
19/01/2012,30
19/01/2012,2
19/01/2012,76
20/01/2012,3
20/01/2012,2
20/01/2012,25
20/01/2012,25
20/01/2012,25
20/01/2012,100
20/01/2012,100
20/01/2012,100
20/01/2012,20
20/01/2012,10
20/01/2012,50
20/01/2012,1
20/01/2012,1
20/01/2012,2
20/01/2012,2
20/01/2012,2
20/01/2012,1
20/01/2012,2
20/01/2012,2
20/01/2012,1
20/01/2012,2
20/01/2012,10
20/01/2012,2
20/01/2012,1
20/01/2012,1
20/01/2012,1
20/01/2012,5
20/01/2012,1
20/01/2012,20
20/01/2012,2
20/01/2012,2
20/01/2012,100
20/01/2012,1
20/01/2012,1
20/01/2012,1
20/01/2012,5
20/01/2012,2
20/01/2012,5
20/01/2012,5
20/01/2012,150
20/01/2012,2
20/01/2012,0
20/01/2012,1
20/01/2012,4
20/01/2012,1
20/01/2012,3
20/01/2012,2
20/01/2012,1
20/01/2012,1
20/01/2012,1
20/01/2012,1
20/01/2012,50
20/01/2012,1
20/01/2012,10
20/01/2012,10
20/01/2012,10
20/01/2012,1
20/01/2012,5
20/01/2012,2
20/01/2012,0
20/01/2012,50
20/01/2012,20
20/01/2012,1
20/01/2012,1
20/01/2012,1
20/01/2012,1
20/01/2012,1
20/01/2012,10
20/01/2012,25
23/01/2012,1
23/01/2012,2
23/01/2012,2
23/01/2012,1
23/01/2012,2
23/01/2012,2
23/01/2012,2
23/01/2012,1
23/01/2012,7
23/01/2012,1
23/01/2012,10
23/01/2012,10
23/01/2012,1
23/01/2012,3
23/01/2012,3
23/01/2012,3
23/01/2012,1
23/01/2012,25
23/01/2012,15
23/01/2012,15
23/01/2012,15
23/01/2012,50
23/01/2012,25
23/01/2012,25
23/01/2012,50
23/01/2012,15
23/01/2012,1
23/01/2012,25
23/01/2012,25
23/01/2012,25
23/01/2012,2
23/01/2012,1
23/01/2012,10
23/01/2012,5
23/01/2012,1
23/01/2012,5
23/01/2012,5
23/01/2012,1
23/01/2012,300
23/01/2012,1
23/01/2012,3
23/01/2012,10
23/01/2012,1
23/01/2012,25
23/01/2012,25
23/01/2012,25
23/01/2012,2
23/01/2012,0
23/01/2012,25
23/01/2012,-1
23/01/2012,1
23/01/2012,25
23/01/2012,4
23/01/2012,6
23/01/2012,8
23/01/2012,1
23/01/2012,1
23/01/2012,1
23/01/2012,1
23/01/2012,1
23/01/2012,25
23/01/2012,2
23/01/2012,1
23/01/2012,3
23/01/2012,1
23/01/2012,5
23/01/2012,3
23/01/2012,6
23/01/2012,6
23/01/2012,5
23/01/2012,2
23/01/2012,25
23/01/2012,25
23/01/2012,150
23/01/2012,7
23/01/2012,25
23/01/2012,1
23/01/2012,2
23/01/2012,2
23/01/2012,2
23/01/2012,25
24/01/2012,4
24/01/2012,2
24/01/2012,1
24/01/2012,1
24/01/2012,3
24/01/2012,10
24/01/2012,500
24/01/2012,2
24/01/2012,1
24/01/2012,1
24/01/2012,1
24/01/2012,2
24/01/2012,2
24/01/2012,2
24/01/2012,1
24/01/2012,25
24/01/2012,5
24/01/2012,1
24/01/2012,50
24/01/2012,50
24/01/2012,10
24/01/2012,10
24/01/2012,5
24/01/2012,10
24/01/2012,5
24/01/2012,25
24/01/2012,5
24/01/2012,25
24/01/2012,2
24/01/2012,25
24/01/2012,5
24/01/2012,1
24/01/2012,1
24/01/2012,25
24/01/2012,25
24/01/2012,1
24/01/2012,1
24/01/2012,1
24/01/2012,4
24/01/2012,25
24/01/2012,1
24/01/2012,1
24/01/2012,1
24/01/2012,3
24/01/2012,1
24/01/2012,25
24/01/2012,1
24/01/2012,25
24/01/2012,2
24/01/2012,1
24/01/2012,5
24/01/2012,10
24/01/2012,5
24/01/2012,5
24/01/2012,5
24/01/2012,25
24/01/2012,3
24/01/2012,1
24/01/2012,2
24/01/2012,2
24/01/2012,1
24/01/2012,1
24/01/2012,50
24/01/2012,25
24/01/2012,1
24/01/2012,1
24/01/2012,2
24/01/2012,2
24/01/2012,1
24/01/2012,1
24/01/2012,1
24/01/2012,1
24/01/2012,1
24/01/2012,25
25/01/2012,6
25/01/2012,2
25/01/2012,1
25/01/2012,25
25/01/2012,1
25/01/2012,8
25/01/2012,3
25/01/2012,3
25/01/2012,3
25/01/2012,1
25/01/2012,1
25/01/2012,2
25/01/2012,1
25/01/2012,2
25/01/2012,2
25/01/2012,1
25/01/2012,5
25/01/2012,20
25/01/2012,10
25/01/2012,3
25/01/2012,10
25/01/2012,20
25/01/2012,10
25/01/2012,25
25/01/2012,3
25/01/2012,6
25/01/2012,1
25/01/2012,100
25/01/2012,100
25/01/2012,300
25/01/2012,1
25/01/2012,25
25/01/2012,25
25/01/2012,2
25/01/2012,1
25/01/2012,1
25/01/2012,5
25/01/2012,75
25/01/2012,1
25/01/2012,1
25/01/2012,1
25/01/2012,1
25/01/2012,1
25/01/2012,10
25/01/2012,5
25/01/2012,5
25/01/2012,1
25/01/2012,50
25/01/2012,3
25/01/2012,6
25/01/2012,2
25/01/2012,2
25/01/2012,25
25/01/2012,1
25/01/2012,3
25/01/2012,-3
25/01/2012,8
25/01/2012,25
25/01/2012,25
25/01/2012,25
25/01/2012,25
25/01/2012,25
25/01/2012,3
25/01/2012,1
25/01/2012,25
25/01/2012,5
25/01/2012,2
25/01/2012,1
25/01/2012,5
25/01/2012,1
25/01/2012,1
25/01/2012,2
25/01/2012,1
25/01/2012,1
25/01/2012,3
26/01/2012,2
26/01/2012,2
26/01/2012,1
26/01/2012,10
26/01/2012,4
26/01/2012,100
26/01/2012,6
26/01/2012,10
26/01/2012,2
26/01/2012,500
26/01/2012,1
26/01/2012,7
26/01/2012,1
26/01/2012,1
26/01/2012,100
26/01/2012,5
26/01/2012,25
26/01/2012,25
26/01/2012,25
26/01/2012,25
26/01/2012,25
26/01/2012,1
26/01/2012,1
26/01/2012,3
26/01/2012,2
26/01/2012,5
26/01/2012,1
26/01/2012,10
26/01/2012,2
26/01/2012,1
26/01/2012,2
26/01/2012,5
26/01/2012,1
26/01/2012,4
26/01/2012,10
26/01/2012,3
26/01/2012,-3
26/01/2012,1
26/01/2012,50
26/01/2012,1
26/01/2012,5
26/01/2012,10
26/01/2012,50
26/01/2012,1
26/01/2012,1
26/01/2012,100
26/01/2012,5
26/01/2012,25
26/01/2012,5
26/01/2012,2
26/01/2012,250
26/01/2012,250
26/01/2012,1
26/01/2012,3
26/01/2012,1
26/01/2012,1
26/01/2012,1
26/01/2012,25
26/01/2012,5
26/01/2012,2
26/01/2012,5
26/01/2012,30
26/01/2012,5
26/01/2012,30
26/01/2012,1
27/01/2012,1
27/01/2012,2
27/01/2012,10
27/01/2012,10
27/01/2012,8
27/01/2012,7
27/01/2012,2
27/01/2012,10
27/01/2012,2
27/01/2012,5
27/01/2012,5
27/01/2012,2
27/01/2012,1
27/01/2012,2
27/01/2012,20
27/01/2012,10
27/01/2012,10
27/01/2012,50
27/01/2012,50
27/01/2012,14
27/01/2012,10
27/01/2012,2
27/01/2012,2
27/01/2012,6
27/01/2012,10
27/01/2012,5
27/01/2012,5
27/01/2012,10
27/01/2012,2
27/01/2012,1
27/01/2012,2
27/01/2012,25
27/01/2012,10
27/01/2012,1
27/01/2012,5
27/01/2012,10
27/01/2012,1
27/01/2012,25
27/01/2012,25
27/01/2012,25
27/01/2012,25
27/01/2012,25
27/01/2012,4
27/01/2012,1
27/01/2012,1
27/01/2012,10
27/01/2012,25
27/01/2012,2
27/01/2012,1
27/01/2012,1
27/01/2012,1
27/01/2012,5
27/01/2012,1
27/01/2012,1
27/01/2012,25
27/01/2012,25
27/01/2012,1
27/01/2012,1
27/01/2012,1
27/01/2012,10
29/01/2012,21
29/01/2012,13
29/01/2012,7
30/01/2012,35
30/01/2012,2
30/01/2012,1
30/01/2012,1
30/01/2012,4
30/01/2012,7
30/01/2012,1
30/01/2012,1
30/01/2012,5
30/01/2012,5
30/01/2012,10
30/01/2012,1
30/01/2012,4
30/01/2012,10
30/01/2012,1
30/01/2012,1
30/01/2012,4
30/01/2012,2
30/01/2012,1
30/01/2012,59
30/01/2012,3
30/01/2012,25
30/01/2012,4
30/01/2012,3
30/01/2012,10
30/01/2012,10
30/01/2012,10
30/01/2012,5
30/01/2012,3
30/01/2012,4
30/01/2012,4
30/01/2012,5
30/01/2012,4
30/01/2012,1
30/01/2012,1
30/01/2012,500
30/01/2012,500
30/01/2012,1
30/01/2012,4
30/01/2012,1
30/01/2012,5
30/01/2012,2
30/01/2012,1
30/01/2012,1
30/01/2012,2
30/01/2012,2
30/01/2012,1
30/01/2012,1
30/01/2012,1
30/01/2012,0
30/01/2012,1
30/01/2012,20
30/01/2012,20
30/01/2012,5
30/01/2012,100
30/01/2012,2
30/01/2012,1
30/01/2012,1
30/01/2012,25
30/01/2012,1
30/01/2012,1
30/01/2012,2
30/01/2012,3
30/01/2012,1
30/01/2012,1
30/01/2012,1
30/01/2012,25
30/01/2012,25
30/01/2012,5
30/01/2012,0
30/01/2012,5
30/01/2012,2
30/01/2012,2
30/01/2012,1
30/01/2012,1
30/01/2012,1
30/01/2012,1
30/01/2012,2
30/01/2012,1
30/01/2012,100
30/01/2012,100
30/01/2012,1
30/01/2012,13
30/01/2012,26
30/01/2012,90
31/01/2012,10
31/01/2012,1
31/01/2012,5
31/01/2012,5
31/01/2012,1
31/01/2012,30
31/01/2012,20
31/01/2012,25
31/01/2012,5
31/01/2012,25
31/01/2012,1
31/01/2012,6
31/01/2012,8
31/01/2012,2
31/01/2012,5
31/01/2012,1
31/01/2012,2
31/01/2012,10
31/01/2012,2
31/01/2012,5
31/01/2012,25
31/01/2012,1
31/01/2012,1
31/01/2012,5
31/01/2012,10
31/01/2012,3
31/01/2012,1
31/01/2012,10
31/01/2012,10
31/01/2012,1
31/01/2012,2
31/01/2012,1
31/01/2012,5
31/01/2012,25
31/01/2012,25
31/01/2012,25
31/01/2012,25
31/01/2012,10
31/01/2012,1
31/01/2012,2
31/01/2012,25
31/01/2012,1
31/01/2012,2
31/01/2012,1
31/01/2012,1
31/01/2012,1
31/01/2012,2
31/01/2012,5
31/01/2012,25
31/01/2012,1
31/01/2012,1
31/01/2012,100
31/01/2012,1
31/01/2012,5
31/01/2012,3
31/01/2012,1
31/01/2012,2
31/01/2012,1
31/01/2012,2
31/01/2012,1
31/01/2012,1
31/01/2012,25
31/01/2012,25
31/01/2012,14
31/01/2012,25
31/01/2012,1
31/01/2012,1
31/01/2012,1
31/01/2012,200
31/01/2012,1
31/01/2012,1
31/01/2012,7
01/02/2012,1
01/02/2012,1
01/02/2012,4
01/02/2012,1
01/02/2012,10
01/02/2012,25
01/02/2012,1
01/02/2012,25
01/02/2012,1
01/02/2012,2
01/02/2012,1
01/02/2012,1
01/02/2012,1
01/02/2012,5
01/02/2012,100
01/02/2012,1
01/02/2012,1
01/02/2012,1
01/02/2012,1
01/02/2012,1
01/02/2012,1
01/02/2012,2
01/02/2012,20
01/02/2012,25
01/02/2012,25
01/02/2012,25
01/02/2012,25
01/02/2012,25
01/02/2012,5
01/02/2012,50
01/02/2012,1
01/02/2012,5
01/02/2012,2
01/02/2012,2
01/02/2012,10
01/02/2012,3
01/02/2012,3
01/02/2012,20
01/02/2012,25
01/02/2012,25
01/02/2012,2
01/02/2012,1
01/02/2012,1
01/02/2012,1
01/02/2012,25
01/02/2012,3
01/02/2012,2
01/02/2012,25
01/02/2012,25
01/02/2012,25
01/02/2012,25
01/02/2012,25
01/02/2012,25
01/02/2012,1
01/02/2012,10
01/02/2012,1
01/02/2012,25
01/02/2012,100
01/02/2012,1
01/02/2012,1
01/02/2012,1
01/02/2012,1
01/02/2012,2
01/02/2012,75
01/02/2012,25
01/02/2012,1
01/02/2012,10
01/02/2012,25
01/02/2012,10
01/02/2012,2
01/02/2012,5
